Posicion: 0
1 180 177.539
1 181 180.754
1 182 184.261
1 183 188.043
1 184 192.083
1 185 189.737
1 186 196.367
1 187 206.456
1 188 200
1 189 193.66
1 190 184.391
1 191 174
1 192 168.048
1 193 158.493
1 194 152.735
1 195 147.187
1 196 153.154
1 197 148.054
1 198 143.22
1 199 136.821
1 200 141.873
1 201 133.207
1 202 121.918
1 203 110.635
1 204 99.3579
1 205 88.0909
1 206 84.8528
1 207 79.3977
1 208 73.5391
1 209 79.3977
1 210 85.6037
1 211 90.6863
1 212 96.8298
1 213 92.0869
1 214 98.7927
1 215 103.228
1 216 109.836
1 217 105.679
1 218 112.712
1 219 116.619
1 220 123.548
1 221 119.867
1 222 113.842
1 223 103.846
1 224 96.1665
1 225 88.5438
1 226 80.9938
1 227 73.5391
1 228 66.2118
1 229 59.0593
1 230 53.3667
1 231 61.1882
1 232 69.0507
1 233 76.9415
1 234 76.1052
1 235 68.1175
1 236 60.1332
1 237 52.1536
1 238 44.1814
1 239 36.2215
1 240 28.2843
1 241 20
1 242 21.5407
1 243 30.4631
1 244 37.9473
1 245 45.607
1 246 37.7359
1 247 34.4093
1 248 45.607
1 249 45.607
1 250 52.1536
1 251 68.1175
1 252 74.4043
1 253 69.9714
1 254 63.2456
1 255 59.0593
1 256 66.2118
1 257 63.2456
1 258 61.1882
1 259 60.1332
1 260 68.1175
1 261 76.9415
1 262 86.3481
1 263 96.1665
1 264 106.283
1 265 113.842
1 266 111.571
1 267 109.836
1 268 108.665
1 269 108.074
1 270 93.3809
1 271 85.5102
1 272 77.666
1 273 69.857
1 274 62.0967
1 275 54.4059
1 276 43.6807
1 277 36.2215
1 278 28
1 279 8.94427
Posicion: 2
2 3 16.1245
2 4 27.7849
2 5 33.9411
2 6 49.5177
2 7 55.3173
2 8 50.4777
2 9 61.6117
2 10 68.2642
2 11 75.1798
2 12 82.2922
2 13 89.5545
2 14 79.1202
2 15 82.8734
2 16 98.732
2 17 106.677
2 18 114.63
2 19 122.589
2 20 130.553
2 21 127.201
2 22 111.946
2 23 104.403
2 24 119.549
2 25 134.893
2 26 142.618
2 27 150.373
2 28 156.525
2 29 167.2
2 30 168.345
2 31 169.859
2 32 182.822
2 33 191.51
2 34 207.393
2 35 208.471
2 36 217.007
2 37 215.824
2 38 214.933
2 39 214.336
2 40 214.037
2 41 214.037
2 42 214.336
2 43 230.313
2 44 230.035
2 45 230.035
2 46 230.313
2 47 230.868
2 48 231.698
2 49 232.8
2 50 240.707
2 51 239.641
2 52 238.839
2 53 238.302
2 54 238.034
2 55 238.034
2 56 238.302
2 57 238.839
2 58 230.868
2 59 214.933
2 60 215.824
2 61 224.589
2 62 232.499
2 63 240.707
2 64 242.033
2 65 249.904
2 66 256.538
2 67 255.131
2 68 263.097
2 69 264.462
2 70 265.669
2 71 267.11
2 72 268.782
2 73 270.681
2 74 272.8
2 75 265.126
2 76 275.136
2 77 277.683
2 78 261.266
2 79 255.163
2 80 252.389
2 81 249.84
2 82 247.524
2 83 245.447
2 84 243.614
2 85 235.372
2 86 237.697
2 87 240.416
2 88 244.18
2 89 243.261
2 90 246.333
2 91 249.624
2 92 261.358
2 93 268.663
2 94 276.007
2 95 279.235
2 96 271.978
2 97 264.764
2 98 256.827
2 99 247.33
2 100 243.417
2 101 239.708
2 102 236.212
2 103 232.938
2 104 225.61
2 105 218.33
2 106 215.081
2 107 229.896
2 108 236.66
2 109 227.095
2 110 224.544
2 111 232.775
2 112 229.965
2 113 222.252
2 114 220.227
2 115 227.561
2 116 218.477
2 117 217.007
2 118 169.859
2 119 168.345
2 120 167.2
2 121 166.433
2 122 166.048
2 123 166.048
2 124 166.433
2 125 154.467
2 126 146.492
2 127 138.521
2 128 138.058
2 129 130.062
2 130 122.066
2 131 114.07
2 132 106.075
2 133 98.326
2 134 99.2975
2 135 100.896
2 136 103.092
2 137 105.849
2 138 109.124
2 139 102
2 140 106
2 141 110.436
2 142 115.256
2 143 120.416
2 144 126.507
2 145 121.606
2 146 117.047
2 147 112.872
2 148 118.068
2 149 131.103
2 150 153.688
2 151 151.38
2 152 147.959
2 153 146.219
2 154 146.874
2 155 149.466
2 156 171.732
2 157 173.954
2 158 176.511
2 159 179.388
2 160 186.043
2 161 189.789
2 162 193.794
2 163 198.04
2 164 202.514
2 165 216.933
2 166 226.883
2 167 233.624
2 168 234.478
2 169 225.539
2 170 218.55
2 171 218.55
2 172 211.102
2 173 200.449
2 174 182.571
2 175 159.411
2 176 156.371
2 177 147.472
2 178 146.711
2 179 155.653
2 180 162.788
2 181 166.481
2 182 170.47
2 183 174.734
2 184 179.254
2 185 177.73
2 186 184.011
2 187 194.618
2 188 188.521
2 189 182.571
2 190 173.954
2 191 164.438
2 192 157.035
2 193 148.822
2 194 143.68
2 195 137.535
2 196 142.899
2 197 137.186
2 198 131.712
2 199 125.873
2 200 131.59
2 201 123.24
2 202 111.946
2 203 100.658
2 204 89.3756
2 205 78.1025
2 206 76.5506
2 207 70
2 208 65.5134
2 209 72.4707
2 210 79.6241
2 211 83.3547
2 212 90.3549
2 213 86.9253
2 214 94.3398
2 215 97.509
2 216 104.785
2 217 101.843
2 218 109.417
2 219 112.161
2 220 119.616
2 221 117.047
2 222 113.437
2 223 104.48
2 224 96.5194
2 225 88.5664
2 226 80.6226
2 227 72.6911
2 228 64.7765
2 229 56.8858
2 230 56.3205
2 231 64.2806
2 232 72.2496
2 233 80.2247
2 234 81.2158
2 235 73.3485
2 236 65.5134
2 237 57.7235
2 238 50
2 239 42.3792
2 240 34.9285
2 241 30
2 242 26
2 243 32.5576
2 244 40.4475
2 245 48.3735
2 246 36.0555
2 247 26
2 248 36.7151
2 249 41.2311
2 250 49.0306
2 251 58.8218
2 252 63.7809
2 253 58
2 254 52.4976
2 255 46.6905
2 256 52.8015
2 257 48.3735
2 258 44.9444
2 259 42.7551
2 260 50.636
2 261 60.1664
2 262 70.2282
2 263 80.6226
2 264 91.236
2 265 98.4886
2 266 95.5196
2 267 93.1451
2 268 91.4112
2 269 90.3549
2 270 74.9667
2 271 67.082
2 272 59.2284
2 273 51.4198
2 274 43.6807
2 275 36.0555
2 276 25.2982
2 277 19.6977
2 278 10.7703
2 279 10
Posicion: 3
3 4 16
3 5 18.868
3 6 34.4093
3 7 39.598
3 8 34.4093
3 9 45.607
3 10 52.1536
3 11 59.0593
3 12 66.2118
3 13 73.5391
3 14 63.2456
3 15 68.1175
3 16 84.0952
3 17 92.0869
3 18 100.08
3 19 108.074
3 20 116.069
3 21 111.571
3 22 96.1665
3 23 88.5438
3 24 103.846
3 25 119.331
3 26 127.122
3 27 134.937
3 28 141.421
3 29 152.473
3 30 153.31
3 31 154.557
3 32 167.726
3 33 176.726
3 34 192.666
3 35 193.494
3 36 201.95
3 37 200.998
3 38 200.36
3 39 200.04
3 40 200.04
3 41 200.36
3 42 200.998
3 43 216.924
3 44 216.333
3 45 216.037
3 46 216.037
3 47 216.333
3 48 216.924
3 49 217.807
3 50 225.743
3 51 224.891
3 52 224.321
3 53 224.036
3 54 224.036
3 55 224.321
3 56 224.891
3 57 225.743
3 58 217.807
3 59 201.95
3 60 203.214
3 61 212.198
3 62 220.045
3 63 228.281
3 64 229.957
3 65 237.756
3 66 244
3 67 242.124
3 68 250.056
3 69 251.873
3 70 253.393
3 71 255.155
3 72 257.154
3 73 259.384
3 74 261.84
3 75 254.275
3 76 264.515
3 77 267.402
3 78 251.078
3 79 245.308
3 80 242.157
3 81 239.232
3 82 236.542
3 83 234.094
3 84 231.897
3 85 223.652
3 86 226.451
3 87 229.652
3 88 234
3 89 233.555
3 90 237.023
3 91 240.707
3 92 252.254
3 93 259.384
3 94 266.563
3 95 270.141
3 96 263.059
3 97 256.031
3 98 248.685
3 99 239.633
3 100 235.321
3 101 231.206
3 102 227.297
3 103 223.607
3 104 216.481
3 105 209.418
3 106 205.718
3 107 220.145
3 108 226.636
3 109 216.924
3 110 213.953
3 111 222.144
3 112 218.833
3 113 211.244
3 114 208.806
3 115 215.935
3 116 206.649
3 117 204.783
3 118 158.24
3 119 156.205
3 120 154.557
3 121 153.31
3 122 152.473
3 123 152.053
3 124 152.053
3 125 140.057
3 126 132.061
3 127 124.064
3 128 124.064
3 129 116.069
3 130 108.074
3 131 100.08
3 132 92.0869
3 133 85.5102
3 134 87.3613
3 135 89.8888
3 136 93.0376
3 137 96.7471
3 138 100.955
3 139 94.4034
3 140 99.3579
3 141 104.69
3 142 110.345
3 143 116.276
3 144 121.655
3 145 116
3 146 110.635
3 147 105.603
3 148 109.836
3 149 121.655
3 150 143.388
3 151 140.456
3 152 135.823
3 153 132.966
3 154 134.164
3 155 137.928
3 156 160.649
3 157 163.414
3 158 166.517
3 159 169.941
3 160 177.674
3 161 181.945
3 162 186.462
3 163 191.207
3 164 196.163
3 165 210.523
3 166 220
3 167 226.451
3 168 226.416
3 169 217.513
3 170 210.789
3 171 210.789
3 172 202.425
3 173 191.541
3 174 173.666
3 175 150.36
3 176 146.697
3 177 137.753
3 178 138.679
3 179 147.567
3 180 154.35
3 181 158.644
3 182 163.218
3 183 168.048
3 184 173.113
3 185 172.557
3 186 178.393
3 187 189.526
3 188 183.87
3 189 178.393
3 190 170.552
3 191 162.049
3 192 153.154
3 193 146.479
3 194 142.042
3 195 135.351
3 196 140
3 197 133.686
3 198 127.562
3 199 122.442
3 200 128.81
3 201 120.93
3 202 109.836
3 203 98.7927
3 204 87.818
3 205 76.9415
3 206 77.2528
3 207 69.857
3 208 67.0522
3 209 74.7262
3 210 82.4621
3 211 84.7585
3 212 92.3472
3 213 90.2441
3 214 98.0612
3 215 100
3 216 107.703
3 217 105.906
3 218 113.772
3 219 115.447
3 220 123.223
3 221 121.655
3 222 120.067
3 223 112.071
3 224 104.077
3 225 96.0833
3 226 88.0909
3 227 80.0999
3 228 72.111
3 229 64.1249
3 230 67.0522
3 231 74.7262
3 232 82.4621
3 233 90.2441
3 234 92.3472
3 235 84.7585
3 236 77.2528
3 237 69.857
3 238 62.6099
3 239 55.5698
3 240 48.8262
3 241 45.2548
3 242 40
3 243 44.7214
3 244 52
3 245 59.4643
3 246 45.607
3 247 32.249
3 248 40.1995
3 249 48.1664
3 250 56.1427
3 251 59.4643
3 252 62.6099
3 253 55.5698
3 254 52
3 255 44.7214
3 256 48.8262
3 257 42.5206
3 258 36.8782
3 259 32.249
3 260 39.3954
3 261 50.1199
3 262 61.0574
3 263 72.111
3 264 83.2346
3 265 89.8888
3 266 85.8836
3 267 82.4621
3 268 79.6994
3 269 77.666
3 270 60.1332
3 271 52.1536
3 272 44.1814
3 273 36.2215
3 274 28.2843
3 275 20.3961
3 276 10
3 277 16.4924
3 278 12.6491
3 279 25.2982
Posicion: 4
4 5 10
4 6 23.3238
4 7 30.4631
4 8 28.2843
4 9 37.9473
4 10 45.607
4 11 53.3667
4 12 61.1882
4 13 69.0507
4 14 60.1332
4 15 69.0507
4 16 84.8528
4 17 92.7793
4 18 100.717
4 19 108.665
4 20 116.619
4 21 108.665
4 22 92.7793
4 23 84.8528
4 24 100.717
4 25 116.619
4 26 124.579
4 27 132.544
4 28 140.057
4 29 152.053
4 30 152.053
4 31 152.473
4 32 166.193
4 33 176
4 34 192
4 35 192.167
4 36 200.36
4 37 200.04
4 38 200.04
4 39 200.36
4 40 200.998
4 41 201.95
4 42 203.214
4 43 218.979
4 44 217.807
4 45 216.924
4 46 216.333
4 47 216.037
4 48 216.037
4 49 216.333
4 50 224.321
4 51 224.036
4 52 224.036
4 53 224.321
4 54 224.891
4 55 225.743
4 56 226.874
4 57 228.281
4 58 220.436
4 59 204.783
4 60 206.649
4 61 215.935
4 62 223.652
4 63 231.897
4 64 234.094
4 65 241.76
4 66 247.386
4 67 244.753
4 68 252.602
4 69 255.155
4 70 257.154
4 71 259.384
4 72 261.84
4 73 264.515
4 74 267.402
4 75 260
4 76 270.496
4 77 273.788
4 78 257.62
4 79 252.254
4 80 248.676
4 81 245.308
4 82 242.157
4 83 239.232
4 84 236.542
4 85 228.324
4 86 231.758
4 87 235.567
4 88 240.608
4 89 240.707
4 90 244.598
4 91 248.685
4 92 260
4 93 266.923
4 94 273.905
4 95 277.849
4 96 270.969
4 97 264.151
4 98 257.41
4 99 248.805
4 100 244.131
4 101 239.633
4 102 235.321
4 103 231.206
4 104 224.321
4 105 217.513
4 106 213.354
4 107 227.297
4 108 233.452
4 109 223.607
4 110 220.145
4 111 228.254
4 112 224.321
4 113 216.924
4 114 213.953
4 115 220.771
4 116 211.244
4 117 208.806
4 118 163.414
4 119 160.649
4 120 158.24
4 121 156.205
4 122 154.557
4 123 153.31
4 124 152.473
4 125 140.513
4 126 132.544
4 127 124.579
4 128 125.603
4 129 117.712
4 130 109.836
4 131 101.98
4 132 94.1488
4 133 89.8888
4 134 93.0376
4 135 96.7471
4 136 100.955
4 137 105.603
4 138 110.635
4 139 104.69
4 140 110.345
4 141 116.276
4 142 122.442
4 143 128.81
4 144 133.686
4 145 127.562
4 146 121.655
4 147 116
4 148 119.331
4 149 129.8
4 150 150.36
4 151 146.697
4 152 140.456
4 153 135.823
4 154 137.928
4 155 143.388
4 156 166.517
4 157 169.941
4 158 173.666
4 159 177.674
4 160 186.462
4 161 191.207
4 162 196.163
4 163 201.316
4 164 206.649
4 165 220.907
4 166 229.957
4 167 236.136
4 168 235.287
4 169 226.451
4 170 220
4 171 220
4 172 210.789
4 173 199.72
4 174 181.945
4 175 158.644
4 176 154.35
4 177 145.437
4 178 148.054
4 179 156.818
4 180 163.218
4 181 168.048
4 182 173.113
4 183 178.393
4 184 183.87
4 185 184.043
4 186 189.526
4 187 200.998
4 188 195.673
4 189 190.536
4 190 183.216
4 191 175.328
4 192 165.602
4 193 159.85
4 194 155.795
4 195 148.862
4 196 153.101
4 197 146.479
4 198 140
4 199 135.351
4 200 142.042
4 201 134.462
4 202 123.548
4 203 112.712
4 204 101.98
4 205 91.3893
4 206 92.3472
4 207 84.7585
4 208 82.4621
4 209 90.2441
4 210 98.0612
4 211 100
4 212 107.703
4 213 105.906
4 214 113.772
4 215 115.447
4 216 123.223
4 217 121.655
4 218 129.553
4 219 131.027
4 220 138.852
4 221 137.463
4 222 136.059
4 223 128.062
4 224 120.067
4 225 112.071
4 226 104.077
4 227 96.0833
4 228 88.0909
4 229 80.0999
4 230 82.4621
4 231 90.2441
4 232 98.0612
4 233 105.906
4 234 107.703
4 235 100
4 236 92.3472
4 237 84.7585
4 238 77.2528
4 239 69.857
4 240 62.6099
4 241 57.6888
4 242 53.6656
4 243 59.4643
4 244 67.0522
4 245 74.7262
4 246 61.1882
4 247 48.1664
4 248 56.1427
4 249 64.1249
4 250 72.111
4 251 74.7262
4 252 77.2528
4 253 69.857
4 254 67.0522
4 255 59.4643
4 256 62.6099
4 257 55.5698
4 258 48.8262
4 259 42.5206
4 260 48.1664
4 261 59.4643
4 262 70.7672
4 263 82.0731
4 264 93.3809
4 265 99.3579
4 266 94.4034
4 267 89.8888
4 268 85.8836
4 269 82.4621
4 270 61.1882
4 271 53.3667
4 272 45.607
4 273 37.9473
4 274 30.4631
4 275 23.3238
4 276 18.868
4 277 32.249
4 278 28.2843
4 279 33.9411
Posicion: 5
5 6 15.6205
5 7 21.6333
5 8 18.4391
5 9 28.6356
5 10 36.0555
5 11 43.6807
5 12 51.4198
5 13 59.2284
5 14 50.1597
5 15 59.2284
5 16 74.9667
5 17 82.8734
5 18 90.7965
5 19 98.732
5 20 106.677
5 21 98.732
5 22 82.8734
5 23 74.9667
5 24 90.7965
5 25 106.677
5 26 114.63
5 27 122.589
5 28 130.062
5 29 142.056
5 30 142.056
5 31 142.506
5 32 156.205
5 33 166
5 34 182
5 35 182.176
5 36 190.379
5 37 190.042
5 38 190.042
5 39 190.379
5 40 191.05
5 41 192.052
5 42 193.38
5 43 209.122
5 44 207.894
5 45 206.969
5 46 206.349
5 47 206.039
5 48 206.039
5 49 206.349
5 50 214.336
5 51 214.037
5 52 214.037
5 53 214.336
5 54 214.933
5 55 215.824
5 56 217.007
5 57 218.477
5 58 210.647
5 59 195.028
5 60 196.987
5 61 206.32
5 62 214.009
5 63 222.252
5 64 224.544
5 65 232.181
5 66 237.697
5 67 234.955
5 68 242.792
5 69 245.447
5 70 247.524
5 71 249.84
5 72 252.389
5 73 255.163
5 74 258.155
5 75 250.799
5 76 261.358
5 77 264.764
5 78 248.652
5 79 243.417
5 80 239.708
5 81 236.212
5 82 232.938
5 83 229.896
5 84 227.095
5 85 218.888
5 86 222.468
5 87 226.433
5 88 231.672
5 89 231.948
5 90 235.983
5 91 240.217
5 92 251.436
5 93 258.279
5 94 265.187
5 95 269.258
5 96 262.458
5 97 255.726
5 98 249.239
5 99 240.84
5 100 236.008
5 101 231.353
5 102 226.883
5 103 222.612
5 104 215.824
5 105 209.122
5 106 204.793
5 107 218.55
5 108 224.589
5 109 214.709
5 110 211.102
5 111 219.18
5 112 215.081
5 113 207.74
5 114 204.636
5 115 211.376
5 116 201.802
5 117 199.249
5 118 154.156
5 119 151.222
5 120 148.661
5 121 146.492
5 122 144.734
5 123 143.402
5 124 142.506
5 125 130.553
5 126 122.589
5 127 114.63
5 128 115.741
5 129 107.87
5 130 100.02
5 131 92.1954
5 132 84.4038
5 133 80.6226
5 134 84.119
5 135 88.2043
5 136 92.8009
5 137 97.8366
5 138 103.247
5 139 97.6729
5 140 103.711
5 141 110
5 142 116.499
5 143 123.175
5 144 127.64
5 145 121.211
5 146 114.978
5 147 108.977
5 148 111.803
5 149 121.606
5 150 141.662
5 151 137.768
5 152 131.103
5 153 126.127
5 154 128.39
5 155 134.239
5 156 157.442
5 157 161.059
5 158 164.985
5 159 169.198
5 160 178.404
5 161 183.358
5 162 188.521
5 163 193.876
5 164 199.409
5 165 213.588
5 166 222.396
5 167 228.429
5 168 227.2
5 169 218.403
5 170 212.085
5 171 212.085
5 172 202.514
5 173 191.384
5 174 173.678
5 175 150.426
5 176 145.89
5 177 137.011
5 178 140.357
5 179 149.037
5 180 155.242
5 181 160.312
5 182 165.614
5 183 171.126
5 184 176.828
5 185 177.46
5 186 182.702
5 187 194.371
5 188 189.283
5 189 184.402
5 190 177.505
5 191 170.176
5 192 159.762
5 193 154.829
5 194 151.169
5 195 144.014
5 196 147.851
5 197 140.982
5 198 134.239
5 199 130
5 200 136.953
5 201 129.692
5 202 119.013
5 203 108.462
5 204 98.0816
5 205 87.9318
5 206 89.822
5 207 82
5 208 80.6226
5 209 88.5664
5 210 96.5194
5 211 97.6729
5 212 105.546
5 213 104.48
5 214 112.446
5 215 113.437
5 216 121.342
5 217 120.416
5 218 128.39
5 219 129.259
5 220 137.186
5 221 136.367
5 222 136.132
5 223 128.763
5 224 120.814
5 225 112.872
5 226 104.938
5 227 97.0155
5 228 89.1067
5 229 81.2158
5 230 85.44
5 231 92.9731
5 232 100.578
5 233 108.24
5 234 110.725
5 235 103.247
5 236 95.8541
5 237 88.5664
5 238 81.4125
5 239 74.4312
5 240 67.6757
5 241 63.7809
5 242 58.8218
5 243 63.5295
5 244 70.6824
5 245 78
5 246 63.9062
5 247 50
5 248 56.3205
5 249 65.5134
5 250 73.3485
5 251 72.6911
5 252 74.2159
5 253 66.4831
5 254 64.7765
5 255 56.8858
5 256 58.8218
5 257 51.264
5 258 43.8634
5 259 36.7151
5 260 41.2311
5 261 52.4976
5 262 63.7809
5 263 75.0733
5 264 86.3713
5 265 91.9348
5 266 86.5563
5 267 81.6088
5 268 77.1751
5 269 73.3485
5 270 51.4198
5 271 43.6807
5 272 36.0555
5 273 28.6356
5 274 21.6333
5 275 15.6205
5 276 16
5 277 32.5576
5 278 31.305
5 279 41.6173
Posicion: 6
6 7 8
6 8 11.3137
6 9 16
6 10 24
6 11 32
6 12 40
6 13 48
6 14 40.7922
6 15 53.6656
6 16 68.352
6 17 75.8947
6 18 83.5225
6 19 91.214
6 20 98.9545
6 21 88
6 22 72
6 23 64
6 24 80
6 25 96
6 26 104
6 27 112
6 28 120.266
6 29 132.966
6 30 132.242
6 31 132
6 32 146.055
6 33 156.461
6 34 172.418
6 35 172.047
6 36 180
6 37 180.178
6 38 180.71
6 39 181.593
6 40 182.822
6 41 184.391
6 42 186.29
6 43 201.792
6 44 200.04
6 45 198.595
6 46 197.464
6 47 196.652
6 48 196.163
6 49 196
6 50 204
6 51 204.157
6 52 204.626
6 53 205.407
6 54 206.495
6 55 207.885
6 56 209.571
