Posicion: 0
2 56 11264.3
2 57 10239.6
2 58 9801.15
2 59 9457.8
2 60 11183
2 61 11783.5
2 62 12514.2
2 63 13170
2 64 12192.6
2 65 11512.7
2 66 12345.5
2 67 11958.5
2 68 11011.9
2 69 15890.6
2 70 15686.7
2 71 16304.4
2 72 16419.9
2 73 7864.64
2 74 6470.9
2 75 6689.73
Posicion: 3
3 4 1368.89
3 5 1628.05
3 6 2163.33
3 7 2745.91
3 8 2789.27
3 9 2700
3 10 4308.12
3 11 4396.78
3 12 5361.2
3 13 5685.95
3 14 5941.38
3 15 5900
3 16 5202.4
3 17 5536.24
3 18 2420.74
3 19 1732.77
3 20 3100.4
3 21 3669.47
3 22 4150
3 23 4539.27
3 24 3464.82
3 25 4050
3 26 4750
3 27 5139.3
3 28 4073.89
3 29 3184.73
3 30 2872.72
3 31 4867.49
3 32 5463.74
3 33 6566.38
3 34 5767.86
3 35 5848.5
3 36 5748.26
3 37 7156.29
3 38 7574.46
3 39 7842.35
3 40 8441.71
3 41 6817.07
3 42 6118.82
3 43 7086.96
3 44 6921.16
3 45 6307.54
3 46 8437.56
3 47 7605.43
3 48 8800
3 49 9500
3 50 9801.83
3 51 8698.71
3 52 7792.95
3 53 7354.59
3 54 9204.89
3 55 9876.23
3 56 10620.7
3 57 9608.83
3 58 9208.28
3 59 8881.44
3 60 10594.8
3 61 11183
3 62 11877.1
3 63 12530
3 64 11498.3
3 65 10816.8
3 66 11660.3
3 67 11290
3 68 10366.9
3 69 15227
3 70 15014.1
3 71 15658.3
3 72 15778.5
3 73 8285.08
3 74 6975.85
3 75 7179.31
Posicion: 4
4 5 1115
4 6 2013.82
4 7 2512.3
4 8 1624.46
4 9 1362.96
4 10 2950
4 11 3153.1
4 12 4207.12
4 13 4592.33
4 14 4636.77
4 15 4551.75
4 16 3841.04
4 17 4202.65
4 18 1698.37
4 19 1053.17
4 20 4162.41
4 21 4914.73
4 22 5506.93
4 23 5530.58
4 24 4414.68
4 25 4073.28
4 26 4739.24
4 27 4750
4 28 3635
4 29 2746.27
4 30 2246.81
4 31 4071.29
4 32 4737.53
4 33 5593.21
4 34 4680.02
4 35 4602.87
4 36 4452.64
4 37 5952.83
4 38 6426.89
4 39 6871.32
4 40 7503.25
4 41 6443.68
4 42 5794.02
4 43 7480.79
4 44 7524.37
4 45 7135.32
4 46 8899.38
4 47 7959.33
4 48 8697.88
4 49 9389.99
4 50 9500
4 51 8385
4 52 7493.56
4 53 6993.54
4 54 8696.95
4 55 9389.12
4 56 9949.4
4 57 8887.52
4 58 8354.51
4 59 7980.44
4 60 9720.99
4 61 10344.9
4 62 11171.5
4 63 11834.7
4 64 11193
4 65 10543.1
4 66 11820.5
4 67 11584.6
4 68 10799.3
4 69 15528.7
4 70 14484.7
4 71 14980.8
4 72 15079.5
4 73 7431.41
4 74 8079.76
4 75 8305.08
Posicion: 5
5 6 905.844
5 7 1400.84
5 8 1363.8
5 9 1624.73
5 10 3155.33
5 11 2950
5 12 3804.29
5 13 4092.38
5 14 4552.71
5 15 4637.56
5 16 4281.1
5 17 4763.02
5 18 2810.9
5 19 2162.35
5 20 4725.93
5 21 5264.2
5 22 5576.26
5 23 6159.19
5 24 5071.95
5 25 5138.07
5 26 5816.32
5 27 5865
5 28 4750
5 29 3859.99
5 30 3360.26
5 31 5137.02
5 32 5815.39
5 33 6567.35
5 34 5590.66
5 35 5343.37
5 36 5106.52
5 37 6727.27
5 38 7258.51
5 39 7834.66
5 40 8480.29
5 41 7558.45
5 42 6908.67
5 43 8459.52
5 44 8412.24
5 45 7891.37
5 46 9855.94
5 47 8954.25
5 48 9800.7
5 49 10494.5
5 50 10615
5 51 9500
5 52 8608.34
5 53 8108.35
5 54 9800.15
5 55 10493.9
5 56 11019.5
5 57 9946.53
5 58 9367.8
5 59 8973.88
5 60 10719.6
5 61 11357.4
5 62 12229.5
5 63 12894.5
5 64 12307.9
5 65 11658
5 66 12880.9
5 67 12607.3
5 68 11771.9
5 69 16553.5
5 70 15578.9
5 71 16041.4
5 72 16133.6
5 73 6664.79
5 74 7379.29
5 75 7625.29
Posicion: 6
6 7 583.095
6 8 1860.11
6 9 2343.07
6 10 3697.12
6 11 3227.7
6 12 3850
6 13 4031.13
6 14 4827.01
6 15 5032.89
6 16 4911.72
6 17 5448.85
6 18 3712.14
6 19 3050
6 20 5197.35
6 21 5561.02
6 22 5644.69
6 23 6647.18
6 24 5602.23
6 25 5971.81
6 26 6659.02
6 27 6759.73
6 28 5645.05
6 29 4750
6 30 4260.58
6 31 6039.25
6 32 6719.56
6 33 7438.16
6 34 6438.52
6 35 6114.33
6 36 5836.31
6 37 7504.17
6 38 8061.79
6 39 8698.42
6 40 9348.93
6 41 8455.32
6 42 7800
6 43 9204.62
6 44 9080.89
6 45 8457.25
6 46 10577
6 47 9711.98
6 48 10667.7
6 49 11363.5
6 50 11509
6 51 10394.1
6 52 9500
6 53 9005
6 54 10705.6
6 55 11399.1
6 56 11920.9
6 57 10845.1
6 58 10250.5
6 59 9848.86
6 60 11595.3
6 61 12238.5
6 62 13127.3
6 63 13792.8
6 64 13203.4
6 65 12550
6 66 13695.3
6 67 13383.8
6 68 12502.5
6 69 17328.1
6 70 16484.6
6 71 16939.4
6 72 17029.5
6 73 6254.8
6 74 6766.28
6 75 7027.27
Posicion: 7
7 8 2000
7 9 2594.22
7 10 3762.57
7 11 3128.72
7 12 3585.04
7 13 3700
7 14 4681.88
7 15 4964.88
7 16 5020.46
7 17 5597.32
7 18 4200
7 19 3562.65
7 20 5765.63
7 21 6091.39
7 22 6100.21
7 23 7215.61
7 24 6177.78
7 25 6524.76
7 26 7207.81
7 27 7259.49
7 28 6144.78
7 29 5258.56
7 30 4750
7 31 6462.39
7 32 7151.4
7 33 7782.31
7 34 6750.95
7 35 6337.59
7 36 6021
7 37 7725.44
7 38 8310.38
7 39 9027.32
7 40 9684.65
7 41 8950
7 42 8305.42
7 43 9782.89
7 44 9663.98
7 45 9034.66
7 46 11158.1
7 47 10288.5
7 48 11200.9
7 49 11895
7 50 12008.9
7 51 10894
7 52 10004.5
7 53 9500
7 54 11164.7
7 55 11860.9
7 56 12332.8
7 57 11246.6
7 58 10611.4
7 59 10195.1
7 60 11940.3
7 61 12593.6
7 62 13524.2
7 63 14190.8
7 64 13700
7 65 13053.4
7 66 14258.1
7 67 13957.3
7 68 13082.9
7 69 17902.3
7 70 16924.9
7 71 17335.3
7 72 17418.2
7 73 5736.94
7 74 6799.45
7 75 7071.95
Posicion: 8
8 9 700
8 10 1843.29
8 11 1615.45
8 12 2594.71
8 13 2968.16
8 14 3200
8 15 3275.67
8 16 3053.69
8 17 3606.94
8 18 2863.56
8 19 2460.18
8 20 5769.1
8 21 6451.74
8 22 6885.67
8 23 7151.57
8 24 6036.97
8 25 5463.74
8 26 6082.15
8 27 5816.13
8 28 4738.77
8 29 3946.2
8 30 3370.83
8 31 4750
8 32 5450
8 33 5882.62
8 34 4816.24
8 35 4341.08
8 36 4021.5
8 37 5727.35
8 38 6320.01
8 39 7100.18
8 40 7763.54
8 41 7447.31
8 42 6865.86
8 43 8974.69
8 44 9094.64
8 45 8753.57
8 46 10410.7
8 47 9430.4
8 48 9876.23
8 49 10551.3
8 50 10494.8
8 51 9390.26
8 52 8532.88
8 53 7990.62
8 54 9500
8 55 10200
8 56 10532.7
8 57 9429.09
8 58 8722.53
8 59 8286.13
8 60 10024.5
8 61 10690.2
8 62 11688.7
8 63 12355.6
8 64 12159.4
8 65 11547.8
8 66 13150.4
8 67 12997.1
8 68 12286.7
8 69 16927.3
8 70 15179.3
8 71 15489.1
8 72 15558.7
8 73 5857.69
8 74 8618.15
8 75 8875.39
Posicion: 9
9 10 1616.7
9 11 1841.43
9 12 2960.15
9 13 3397.06
9 14 3275.67
9 15 3200
9 16 2661.77
9 17 3140.06
9 18 2247.22
9 19 1952.56
9 20 5489.31
9 21 6275.75
9 22 6850
9 23 6820.92
9 24 5703.07
9 25 4867.49
9 26 5463.74
9 27 5137.72
9 28 4072.56
9 29 3309.46
9 30 2728.09
9 31 4050
9 32 4750
9 33 5212.6
9 34 4162.62
9 35 3771.6
9 36 3500.36
9 37 5161.64
9 38 5727.35
9 39 6443.8
9 40 7104.4
9 41 6757.4
9 42 6184.66
9 43 8411
9 44 8592
9 45 8335.77
9 46 9854.57
9 47 8852.26
9 48 9204.89
9 49 9876.23
9 50 9801
9 51 8698.09
9 52 7844.74
9 53 7299.31
9 54 8800
9 55 9500
9 56 9841.43
9 57 8740.07
9 58 8050.62
9 59 7621.68
9 60 9363.76
9 61 10024.5
9 62 11003.9
9 63 11670.9
9 64 11463
9 65 10854.1
9 66 12509.3
9 67 12384.9
9 68 11712.1
9 69 16305.9
9 70 14483.2
9 71 14807.5
9 72 14880.3
9 73 6411.12
9 74 9003.47
9 75 9250
Posicion: 10
10 11 1118
10 12 2144.32
10 13 2665.47
10 14 1838.07
10 15 1610.75
10 16 1280.47
10 17 1913.3
10 18 3273.06
10 19 3272.65
10 20 6961.26
10 21 7822.44
10 22 8455.61
10 23 8222.93
10 24 7114.82
10 25 5767.27
10 26 6255.19
10 27 5589.81
10 28 4680.5
10 29 4139.59
10 30 3588.09
10 31 4161.15
10 32 4814.69
10 33 4750
10 34 3632
10 35 2840
10 36 2412.93
10 37 4158.85
10 38 4812.69
10 39 5837.99
10 40 6502.17
10 41 7023.56
10 42 6569.07
10 43 9331.48
10 44 9676.42
10 45 9595.04
10 46 10780
10 47 9719.21
10 48 9607.49
10 49 10238.2
10 50 9945.58
10 51 8887.24
10 52 8107.32
10 53 7531.06
10 54 8738.29
10 55 9427.29
10 56 9500
10 57 8382
10 58 7527.16
10 59 7047.32
10 60 8737.19
10 61 9426.27
10 62 10566.4
10 63 11225.9
10 64 11535.7
10 65 10987.3
10 66 13069.8
10 67 13084.4
10 68 12560.1
10 69 16940.3
10 70 14190.1
10 71 14309.7
10 72 14351.5
10 73 5820.46
10 74 10460.6
10 75 10718.5
Posicion: 11
11 12 1164.12
11 13 1656.52
11 14 1611.48
11 15 1837.95
11 16 2283.96
11 17 2948.1
11 18 3966.87
11 19 3778.81
11 20 7312.62
11 21 8046.77
11 22 8500.63
11 23 8658.96
11 24 7540.93
11 25 6564.22
11 26 7107.75
11 27 6565.56
11 28 5592.36
11 29 4950.41
11 30 4373.48
11 31 5210.39
11 32 5880.42
11 33 5868
11 34 4750
11 35 3929.84
11 36 3476
11 37 5209.16
11 38 5879.33
11 39 6948.38
11 40 7611.16
11 41 8060.68
11 42 7572.51
11 43 10134.7
11 44 10383.4
11 45 10171
11 46 11584.1
11 47 10551.3
11 48 10618.5
11 49 11262
11 50 11018
11 51 9948.44
11 52 9149.87
11 53 8578.51
11 54 9839.29
11 55 10530.6
11 56 10618
11 57 9500
11 58 8640.44
11 59 8157.58
11 60 9838.64
11 61 10530
11 62 11682
11 63 12340.7
11 64 12622.9
11 65 12063.6
11 66 14038.4
11 67 14000.1
11 68 13407.6
11 69 17886.7
11 70 15308.1
11 71 15419.1
11 72 15458
11 73 4799.5
11 74 9927.72
11 75 10199.1
Posicion: 12
12 13 522.015
12 14 1390.14
12 15 1990.6
12 16 3050
12 17 3703.04
12 18 5127.62
12 19 4911.72
12 20 8363.01
12 21 9030.64
12 22 9374.43
12 23 9737.17
12 24 8620.47
12 25 7728.2
12 26 8270.73
12 27 7703.14
12 28 6746.75
12 29 6114.33
12 30 5537.6
12 31 6304.36
12 32 6958.81
12 33 6801.15
12 34 5691.37
12 35 4750
12 36 4252.65
12 37 5911.43
12 38 6604.92
12 39 7800
12 40 8451.33
12 41 9165.42
12 42 8698.42
12 43 11298.3
12 44 11536.5
12 45 11293.5
12 46 12747.5
12 47 11715.4
12 48 11741.5
12 49 12377.1
12 50 12087.3
12 51 11031.3
12 52 10250.5
12 53 9674.84
12 54 10857.4
12 55 11541.8
12 56 11534.2
12 57 10418.9
12 58 9500
12 59 9001.25
12 60 10634
12 61 11331.9
12 62 12550
12 63 13200.9
12 64 13669
12 65 13127.3
12 66 15181.9
12 67 15157.6
12 68 14571.5
12 69 19037.9
12 70 16219.7
12 71 16237.3
12 72 16260.4
12 73 3676.96
12 74 10278.6
12 75 10562.2
Posicion: 13
13 14 1746.42
13 15 2404.16
13 16 3553.17
13 17 4200
13 18 5597.32
13 19 5348.13
13 20 8727.11
13 21 9350.13
13 22 9628.73
13 23 10118.5
13 24 9004.72
13 25 8207.47
13 26 8760.28
13 27 8214.5
13 28 7248.69
13 29 6600.19
13 30 6021
13 31 6824.4
13 32 7480.14
13 33 7315.2
13 34 6207.3
13 35 5252.14
13 36 4750
13 37 6388.47
13 38 7084.67
13 39 8301.36
13 40 8950
13 41 9684.65
13 42 9213.58
13 43 11773.9
13 44 11988
13 45 11710
13 46 13222
13 47 12197.2
13 48 12257.7
13 49 12895
13 50 12609.2
13 51 11552.7
13 52 10770.3
13 53 10195.1
13 54 11378
13 55 12061.9
13 56 12043.5
13 57 10929
13 58 10001.1
13 59 9500
13 60 11122
13 61 11820.7
13 62 13050.9
13 63 13700
13 64 14190.8
13 65 13649.3
13 66 15691.2
13 67 15656.5
13 68 15055.3
13 69 19542.6
13 70 16727
13 71 16727
13 72 16746.7
13 73 3157.93
13 74 10268
13 75 10556.2
Posicion: 14
14 15 700
14 16 2127.2
14 17 2692.58
14 18 5110.77
14 19 5088.47
14 20 8745.43
14 21 9551.18
14 22 10074.3
14 23 10037.2
14 24 8924.4
14 25 7574.46
14 26 8031.97
14 27 7258.66
14 28 6428.31
14 29 5950.84
14 30 5411.33
14 31 5727.35
14 32 6320.01
14 33 5880.99
14 34 4814.91
14 35 3747.67
14 36 3226.84
14 37 4750
14 38 5450
14 39 6753.7
14 40 7383.26
14 41 8566.36
14 42 8184.13
14 43 11124.1
14 44 11502.7
14 45 11432.6
14 46 12569.1
14 47 11494.9
14 48 11183
14 49 11783.5
14 50 11357.9
14 51 10346.2
14 52 9625.49
14 53 9042.68
14 54 10024.5
14 55 10690.2
14 56 10531.8
14 57 9428.41
14 58 8442.9
14 59 7930.95
14 60 9500
14 61 10200
14 62 11481.5
14 63 12120.2
14 64 12875.2
14 65 12377.1
14 66 14701.4
14 67 14782.6
14 68 14319.3
14 69 18593.9
14 70 15189.9
14 71 15102.1
14 72 15110
14 73 4533.49
14 74 11469.6
14 75 11746.2
Posicion: 15
15 16 1511.62
15 17 2024.85
15 18 4792.7
15 19 4863.38
15 20 8563.44
15 21 9433.19
15 22 10050
15 23 9804.33
15 24 8702.01
15 25 7156.29
15 26 7574.46
15 27 6727.33
15 28 5954.24
15 29 5549.1
15 30 5036.12
15 31 5161.64
15 32 5727.35
15 33 5210.76
15 34 4161.08
15 35 3070.02
15 36 2548.04
15 37 4050
15 38 4750
15 39 6059.91
15 40 6686.74
15 41 7973.86
15 42 7621.68
15 43 10674.5
15 44 11109.6
15 45 11116
15 46 12112.5
15 47 11025.5
15 48 10594.8
15 49 11183
15 50 10720.1
15 51 9722.34
15 52 9021.09
15 53 8438.01
15 54 9363.76
15 55 10024.5
15 56 9840.45
15 57 8739.34
15 58 7746.77
15 59 7233.95
15 60 8800
15 61 9500
15 62 10783.6
15 63 11421.5
15 64 12219.7
15 65 11732.5
15 66 14130.9
15 67 14247.3
15 68 13829.4
15 69 18030
15 70 14494.2
15 71 14402.2
15 72 14410.5
15 73 5229.01
15 74 11761.9
15 75 12031.7
Posicion: 16
16 17 667.083
16 18 3609.02
16 19 3850
16 20 7528.11
16 21 8500
16 22 9284.53
16 23 8668.33
16 24 7595.39
16 25 5774.3
16 26 6144.31
16 27 5236.13
16 28 4516.51
16 29 4208.62
16 30 3747.33
16 31 3655.48
16 32 4215.74
16 33 3784.46
16 34 2697.77
16 35 1700
16 36 1209.34
16 37 2926.18
16 38 3601.74
16 39 4750
16 40 5402.08
16 41 6462.39
16 42 6114.33
16 43 9241.75
16 44 9737.17
16 45 9843.27
16 46 10670.2
16 47 9573.53
16 48 9083.23
16 49 9672.9
16 50 9230.69
16 51 8221.61
16 52 7511.66
16 53 6928.56
16 54 7907.27
16 55 8578.17
16 56 8492.92
16 57 7380
16 58 6450
16 59 5951.89
16 60 7597.7
16 61 8293.67
16 62 9500
16 63 10151.1
16 64 10752.9
16 65 10250.5
16 66 12620.3
16 67 12747.5
16 68 12357.3
16 69 16520.4
16 70 13174.3
16 71 13195.9
16 72 13224.3
16 73 6600.19
16 74 11648.7
16 75 11899.7
Posicion: 17
17 18 3700
17 19 4052.47
17 20 7650
17 21 8674.39
17 22 9541.09
17 23 8713.5
17 24 7669.75
17 25 5626.94
17 26 5929.8
17 27 4914.34
17 28 4310.73
17 29 4135.52
17 30 3740.66
17 31 3297.35
17 32 3791.11
17 33 3188.76
17 34 2139.57
17 35 1060.66
17 36 550
17 37 2261.08
17 38 2934.71
17 39 4102.74
17 40 4750
17 41 6021
17 42 5728
17 43 9004.72
17 44 9572.49
17 45 9774.71
17 46 10414.5
17 47 9306.58
17 48 8640.02
17 49 9208.69
17 50 8704.27
17 51 7720.32
17 52 7045.57
17 53 6463.75
17 54 7338.94
17 55 8000.62
17 56 7861.34
17 57 6751.98
17 58 5801.94
17 59 5300
17 60 6935.42
17 61 7632.17
17 62 8851.27
17 63 9500
17 64 10195.1
17 65 9711.98
17 66 12197.2
17 67 12375.2
17 68 12049.2
17 69 16101.9
17 70 12536
17 71 12536
17 72 12562.3
17 73 7209.2
17 74 12142.2
17 75 12386.8
Posicion: 18
18 19 715.891
18 20 3950
18 21 4992.49
18 22 5960.91
18 23 5060.14
18 24 3988.11
18 25 2621.55
18 26 3220.64
18 27 3061.53
18 28 1948.63
18 29 1092.02
18 30 550
18 31 2462.21
18 32 3092.33
18 33 4149.75
18 34 3409.19
18 35 3702.03
18 36 3740.66
18 37 4897.19
18 38 5242.38
18 39 5423.33
18 40 6021
18 41 4750
18 42 4110.96
18 43 6177.78
18 44 6427.48
18 45 6328.11
18 46 7625.12
18 47 6610.03
18 48 7061.16
18 49 7746.61
18 50 7809.38
18 51 6694.64
18 52 5807.75
18 53 5300
18 54 7003.57
18 55 7694.15
18 56 8297.77
18 57 7254.93
18 58 6800.18
18 59 6463.75
18 60 8183.52
18 61 8781.8
18 62 9535.46
18 63 10195.1
18 64 9500
18 65 8855.08
18 66 10288.5
18 67 10140.3
18 68 9470.08
18 69 14066
18 70 12798.9
18 71 13336.9
18 72 13444.4
18 73 8655.2
18 74 9393.22
18 75 9592.31
Posicion: 19
19 20 3707.43
19 21 4650
19 22 5494.09
19 23 4951.01
19 24 3842.2
19 25 3046.31
19 26 3700
19 27 3711.16
19 28 2597.45
19 29 1700
19 30 1236.93
19 31 3176.48
19 32 3807.89
19 33 4836.6
19 34 4042.38
19 35 4208.62
19 36 4176.12
19 37 5470.83
19 38 5860.03
19 39 6114.33
19 40 6720.12
19 41 5408.33
19 42 4750
19 43 6517.86
19 44 6647.18
19 45 6393.16
19 46 7951.42
19 47 6980.33
19 48 7644.77
19 49 8336.82
19 50 8459.38
19 51 7344.57
19 52 6450
19 53 5957.56
19 54 7697.56
19 55 8385.25
19 56 9011.12
19 57 7970.41
19 58 7511.66
19 59 7169.55
19 60 8893.4
19 61 9494.87
19 62 10250.5
19 63 10909.7
19 64 10154.4
19 65 9500
19 66 10786.3
19 67 10577
19 68 9832.85
19 69 14517.1
19 70 13499.1
19 71 14050.8
19 72 14159.3
19 73 8316.55
19 74 8707.75
19 75 8912.07
Posicion: 20
20 21 1192.69
20 22 2549.51
20 23 1450
20 24 550
20 25 3259.6
20 26 3758.32
20 27 4879.98
20 28 4269.71
20 29 3798.03
20 30 3988.11
20 31 5580.77
20 32 5886
20 33 7413.95
20 34 7025.73
20 35 7573.14
20 36 7669.75
20 37 8622.35
20 38 8822.98
20 39 8547.51
20 40 9004.72
20 41 6177.78
20 42 5489.31
20 43 4750
20 44 4220.19
20 45 3318.51
20 46 5885.58
20 47 5300
20 48 7322.06
20 49 7985.14
20 50 8684.91
20 51 7697.5
20 52 6852.92
20 53 6610.03
20 54 8610.02
20 55 9180.55
20 56 10324.7
20 57 9506.44
20 58 9481.03
20 59 9306.58
20 60 10832
20 61 11290.8
20 62 11600.5
20 63 12197.2
20 64 10288.5
20 65 9573.14
20 66 9500
20 67 8906.32
20 68 7787.81
20 69 12747.5
20 70 14182.4
20 71 15172.7
20 72 15344.7
20 73 11385.1
20 74 7433.03
20 75 7527.28
Posicion: 21
21 22 1432.65
21 23 1700
21 24 1562.05
21 25 4443.25
21 26 4914.52
21 27 6067.79
21 28 5457.37
21 29 4951.01
21 30 5093.38
21 31 6757.4
21 32 7076.19
21 33 8594.95
21 34 8173.86
21 35 8668.33
21 36 8732.84
21 37 9760.25
21 38 9983.61
21 39 9737.17
21 40 10197.2
21 41 7325.47
21 42 6647.18
21 43 5491.81
21 44 4750
21 45 3569.31
21 46 6450
21 47 6033.45
21 48 8300.9
21 49 8942.31
21 50 9726.59
21 51 8773.76
21 52 7951.42
21 53 7739.83
21 54 9737.81
21 55 10290
21 56 11475.2
21 57 10677
21 58 10670.2
21 59 10498.8
21 60 12017.7
21 61 12469.4
21 62 12747.5
21 63 13335.9
21 64 11292.7
21 65 10577
21 66 10199.1
21 67 9500
21 68 8279.64
21 69 13235.3
21 70 15238.5
21 71 16281.4
21 72 16460
21 73 11815.8
21 74 6560.68
21 75 6622.12
Posicion: 22
22 23 3031.91
22 24 2982.03
22 25 5798.71
22 26 6307.54
22 27 7407.08
22 28 6711.23
22 29 6109.42
22 30 6158.33
22 31 7957.7
22 32 8335.77
22 33 9800.76
22 34 9284.25
22 35 9661.39
22 36 9665.66
22 37 10835.4
22 38 11116
22 39 10983.6
22 40 11473.7
22 41 8726.11
22 42 8038.81
22 43 6863.85
22 44 6040.7
22 45 4750
22 46 7731.75
22 47 7397.97
22 48 9729.47
22 49 10366.9
22 50 11159.2
22 51 10203.5
22 52 9376.17
22 53 9152.19
22 54 11151.8
22 55 11712.1
22 56 12873.9
22 57 12052.3
22 58 11997.1
22 59 11801
22 60 13358.2
22 61 13829.4
22 62 14149.3
22 63 14743.9
22 64 12723.3
22 65 12007.7
22 66 11526.1
22 67 10772.8
22 68 9500
22 69 14422.2
22 70 16670.9
22 71 17704.5
22 72 17880.7
22 73 11806.8
22 74 5223.98
22 75 5261.18
Posicion: 23
23 24 1118.03
23 25 3621.12
23 26 3891.34
23 27 5205.85
23 28 4884.33
23 29 4650
23 30 4975.19
23 31 6247.6
23 32 6408
23 33 8009.31
23 34 7803.15
23 35 8500
23 36 8664.44
23 37 9414.48
23 38 9521.69
23 39 9030.64
23 40 9408.11
23 41 6180.01
23 42 5561.02
23 43 3832.75
23 44 3050
23 45 1931.32
23 46 4750
23 47 4366.06
23 48 6791.54
23 49 7403.04
23 50 8290.92
23 51 7409.63
23 52 6647.18
23 53 6524.19
23 54 8487.93
23 55 8984.71
23 56 10286.2
23 57 9587.79
23 58 9737.17
23 59 9637.69
23 60 11029.3
23 61 11416
23 62 11536.5
23 63 12092.4
23 64 9793.11
23 65 9080.89
23 66 8508.97
23 67 7800
23 68 6587.3
23 69 11547.8
23 70 13798.3
23 71 14942
23 72 15136.5
23 73 12823.1
23 74 8237.87
23 75 8286.89
Posicion: 24
24 25 2926.18
24 26 3360.43
24 27 4555.53
24 28 4049.15
24 29 3684.09
24 30 3950
24 31 5392.82
24 32 5640.26
24 33 7204.38
24 34 6894
24 35 7516.65
24 36 7650
24 37 8501.91
24 38 8660.98
24 39 8297.74
24 40 8727.11
24 41 5765.63
24 42 5091.66
24 43 4200
24 44 3688.16
24 45 2860.07
24 46 5344.39
24 47 4750
24 48 6806.25
24 49 7463.58
24 50 8193.98
24 51 7224.38
24 52 6394.14
24 53 6177.78
24 54 8175.88
24 55 8730.69
24 56 9915.17
24 57 9127.63
24 58 9154.92
24 59 9004.72
24 60 10490.2
24 61 10928.2
24 62 11186.6
24 63 11773.9
24 64 9782.89
24 65 9067.11
24 66 8950
24 67 8360.02
24 68 7252.07
24 69 12208.7
24 70 13700.1
24 71 14722.9
24 72 14900.1
24 73 11735.9
24 74 7960.06
24 75 8048.14
Posicion: 25
25 26 700
25 27 1629.44
25 28 1367.75
25 29 1627.88
